,AbTest,ID,Property,Test Type,AMB0,AMB1,AMB2,AMB3,AMB5,AMB8,AMB12,AMB14,AMB17,AMB18, 536696620
280,AM_Test1,54,am1,2I,0,0,0,0,0,79,0,0,0,63,-1
282,AM_Test1,55,am1,2I,0,0,0,0,6,80,1,0,4,60,-1
284,AM_Test1,56,am1,2I,0,0,0,0,0,100,0,0,0,55,-1
286,AM_Test1,57,am1,2I,0,0,0,0,0,99,0,0,0,58,-1
288,AM_Test1,58,am1,2I,0,0,0,0,0,97,0,0,0,47,-1
290,AM_Test1,59,am1,2I,0,0,0,0,0,100,0,0,0,44,-1
294,AM_Test1,60,am1,2I,0,0,0,0,0,100,0,0,0,56,-1
296,AM_Test1,61,am1,2I,0,0,0,0,0,100,0,0,0,16,-1
298,AM_Test1,62,am1,2I,0,0,0,0,0,100,0,0,0,4,-1
300,AM_Test1,63,am1,2I,0,0,0,0,0,100,0,0,0,1,-1
302,AM_Test1,64,am1,2I,0,0,0,0,0,100,0,0,0,18,-1
304,AM_Test1,65,am1,2I,0,0,0,0,0,100,0,0,0,2,-1
306,AM_Test1,66,am1,2I,0,0,0,0,0,100,0,0,0,48,-1
308,AM_Test1,67,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
310,AM_Test1,68,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
312,AM_Test1,69,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
316,AM_Test1,70,am1,2I,0,0,0,0,0,100,0,0,0,14,-1
318,AM_Test1,71,am1,2I,0,0,0,0,0,100,0,0,0,8,-1
320,AM_Test1,72,am1,2I,0,0,0,0,0,100,0,0,0,0,-1
322,AM_Test1,73,am1,2I,0,0,0,0,96,25,0,0,3,55,-1
324,AM_Test1,74,am1,2I,0,0,0,0,0,85,0,0,0,67,-1
326,AM_Test1,75,am1,2I,0,0,0,0,4,74,0,0,3,62,-1
328,AM_Test1,76,am1,2I,0,0,0,0,4,82,11,0,11,58,-1
330,AM_Test1,77,am1,2I,0,0,0,0,27,64,9,0,10,65,-1
332,AM_Test1,78,am1,2I,0,0,0,0,93,43,2,0,0,68,-1
334,AM_Test1,79,am1,2I,0,0,0,0,0,99,0,0,0,54,-1
338,AM_Test1,80,am1,2I,0,0,0,0,0,99,0,0,0,46,-1
340,AM_Test1,81,am1,2I,0,0,0,0,0,92,0,0,0,60,-1
342,AM_Test1,82,am1,2I,0,0,0,0,7,75,2,0,0,65,-1
344,AM_Test1,83,am1,2I,0,0,0,0,0,100,0,0,0,53,-1
346,AM_Test1,84,am1,2I,0,0,0,0,0,100,0,0,0,47,-1
348,AM_Test1,85,am1,2I,0,0,0,0,0,100,0,0,0,42,-1
350,AM_Test1,86,am1,2I,0,0,0,0,0,100,0,0,0,32,-1
352,AM_Test1,87,am1,2I,0,0,0,0,0,100,0,0,0,10,-1
354,AM_Test1,88,am1,2I,0,0,0,0,0,100,0,0,0,58,-1
356,AM_Test1,89,am1,2I,0,0,0,0,0,100,0,0,0,46,-1
360,AM_Test1,90,am1,2I,0,0,0,0,0,100,0,0,0,2,-1
362,AM_Test1,91,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
364,AM_Test1,92,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
366,AM_Test1,93,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
368,AM_Test1,94,am1,2I,0,0,0,0,0,100,0,0,0,0,-1
370,AM_Test1,95,am1,2I,0,0,0,0,0,100,0,0,0,1,-1
372,AM_Test1,96,am1,2I,0,0,0,0,0,100,0,0,0,0,-1
374,AM_Test1,97,am1,2I,0,0,0,0,40,54,4,0,16,62,-1
376,AM_Test1,98,am1,2I,0,0,0,0,4,71,0,0,2,64,-1
378,AM_Test1,99,am1,2I,0,0,0,0,98,34,3,0,0,60,-1
4,AM_Test1,100,am1,2I,0,0,0,0,78,33,0,0,8,63,-1
6,AM_Test1,101,am1,2I,0,0,0,0,100,20,0,0,0,65,-1
8,AM_Test1,102,am1,2I,0,0,0,0,90,45,0,0,0,60,-1
10,AM_Test1,103,am1,2I,0,0,0,0,0,92,0,0,0,61,-1
12,AM_Test1,104,am1,2I,0,0,0,0,0,81,0,0,0,59,-1
14,AM_Test1,105,am1,2I,0,0,0,0,0,95,0,0,0,54,-1
16,AM_Test1,106,am1,2I,0,0,0,0,0,84,0,0,0,62,-1
18,AM_Test1,107,am1,2I,0,0,0,0,2,79,0,0,0,59,-1
20,AM_Test1,108,am1,2I,0,0,0,0,0,98,0,0,0,62,-1
22,AM_Test1,109,am1,2I,0,0,0,0,0,98,0,0,0,62,-1
26,AM_Test1,110,am1,2I,0,0,0,0,0,100,0,0,0,54,-1
28,AM_Test1,111,am1,2I,0,0,0,0,0,100,0,0,0,58,-1
30,AM_Test1,112,am1,2I,0,0,0,0,0,100,0,0,0,35,-1
32,AM_Test1,113,am1,2I,0,0,0,0,0,100,0,0,0,62,-1
34,AM_Test1,114,am1,2I,0,0,0,0,0,100,0,0,0,56,-1
36,AM_Test1,115,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
38,AM_Test1,116,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
40,AM_Test1,117,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
42,AM_Test1,118,am1,2I,0,0,0,0,0,99,0,0,0,58,-1
44,AM_Test1,119,am1,2I,0,0,0,0,0,100,0,0,0,56,-1
48,AM_Test1,120,am1,2I,0,0,0,0,0,100,0,0,0,58,-1
50,AM_Test1,121,am1,2I,0,0,19,0,100,13,0,0,0,59,-1
52,AM_Test1,122,am1,2I,0,0,0,0,4,73,0,0,1,61,-1
54,AM_Test1,123,am1,2I,0,0,11,0,100,3,0,0,0,59,-1
56,AM_Test1,124,am1,2I,0,0,66,0,100,2,0,0,0,73,-1
58,AM_Test1,125,am1,2I,0,0,1,0,100,10,0,0,0,54,-1
60,AM_Test1,126,am1,2I,0,0,0,0,1,74,0,0,0,63,-1
62,AM_Test1,127,am1,2I,0,0,0,0,0,94,0,0,0,57,-1
64,AM_Test1,128,am1,2I,0,0,0,0,0,81,0,0,0,68,-1
66,AM_Test1,129,am1,2I,0,0,0,0,0,95,0,0,0,66,-1
70,AM_Test1,130,am1,2I,0,0,0,0,0,88,0,0,0,65,-1
72,AM_Test1,131,am1,2I,0,0,0,0,0,97,0,0,0,58,-1
74,AM_Test1,132,am1,2I,0,0,0,0,0,98,0,0,0,58,-1
76,AM_Test1,133,am1,2I,0,0,0,0,0,100,0,0,0,54,-1
78,AM_Test1,134,am1,2I,0,0,0,0,0,100,0,0,0,36,-1
80,AM_Test1,135,am1,2I,0,0,0,0,0,100,0,0,0,69,-1
82,AM_Test1,136,am1,2I,0,0,0,0,0,94,0,0,0,68,-1
84,AM_Test1,137,am1,2I,0,0,0,0,0,95,0,0,0,66,-1
86,AM_Test1,138,am1,2I,0,0,0,0,0,99,0,0,0,60,-1
88,AM_Test1,139,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
92,AM_Test1,140,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
94,AM_Test1,141,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
96,AM_Test1,142,am1,2I,0,0,0,0,0,100,0,0,0,56,-1
98,AM_Test1,143,am1,2I,0,0,0,0,0,100,0,0,0,58,-1
100,AM_Test1,144,am1,2I,0,0,0,0,0,100,0,0,0,58,-1
102,AM_Test1,145,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
104,AM_Test1,146,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
106,AM_Test1,147,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
108,AM_Test1,148,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
110,AM_Test1,149,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
114,AM_Test1,150,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
116,AM_Test1,151,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
118,AM_Test1,152,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
120,AM_Test1,153,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
122,AM_Test1,154,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
124,AM_Test1,155,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
126,AM_Test1,156,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
128,AM_Test1,157,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
130,AM_Test1,158,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
132,AM_Test1,159,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
136,AM_Test1,160,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
138,AM_Test1,161,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
140,AM_Test1,162,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
142,AM_Test1,163,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
144,AM_Test1,164,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
146,AM_Test1,165,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
148,AM_Test1,166,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
150,AM_Test1,167,am1,2I,0,0,0,0,95,35,0,0,2,57,-1
152,AM_Test1,168,am1,2I,0,0,0,0,59,55,0,0,8,63,-1
154,AM_Test1,169,am1,2I,0,0,0,0,100,24,0,0,0,59,-1
158,AM_Test1,170,am1,2I,0,0,0,0,84,45,1,0,7,62,-1
160,AM_Test1,171,am1,2I,0,0,0,0,98,34,0,0,1,55,-1
162,AM_Test1,172,am1,2I,0,0,0,0,100,23,1,0,0,57,-1
164,AM_Test1,173,am1,2I,0,0,0,0,0,97,0,0,0,55,-1
166,AM_Test1,174,am1,2I,0,0,0,0,2,73,0,0,1,57,-1
168,AM_Test1,175,am1,2I,0,0,0,0,0,98,0,0,0,57,-1
170,AM_Test1,176,am1,2I,0,0,0,0,0,88,0,0,0,67,-1
172,AM_Test1,177,am1,2I,0,0,0,0,20,69,0,0,3,63,-1
174,AM_Test1,178,am1,2I,0,0,0,0,0,77,0,0,0,63,-1
176,AM_Test1,179,am1,2I,0,0,0,0,0,93,0,0,0,57,-1
180,AM_Test1,180,am1,2I,0,0,0,0,0,98,0,0,0,55,-1
182,AM_Test1,181,am1,2I,0,0,0,0,0,100,0,0,0,65,-1
184,AM_Test1,182,am1,2I,0,0,0,0,0,100,0,0,0,62,-1
186,AM_Test1,183,am1,2I,0,0,0,0,0,98,0,0,0,64,-1
188,AM_Test1,184,am1,2I,0,0,0,0,0,98,0,0,0,53,-1
190,AM_Test1,185,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
192,AM_Test1,186,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
194,AM_Test1,187,am1,2I,0,0,0,0,0,0,0,0,0,0,-1
196,AM_Test1,188,am1,2I,0,0,0,0,0,100,0,0,0,61,-1
198,AM_Test1,189,am1,2I,0,0,0,0,0,99,0,0,0,64,-1
202,AM_Test1,190,am1,2I,0,0,0,0,0,100,0,0,0,64,-1
