,AbTest,ID,Property,Test Type,AMB0,AMB1,AMB2,AMB3,AMB5,AMB8,AMB12,AMB14,AMB17,AMB18
4898,AM_Test5,186,am8,H,0,0,0,0,0,0,0,0,0,0
4901,AM_Test5,187,am8,H,0,0,0,0,0,0,0,0,0,0
5454,AM_Test6,2,am10,H,1,0,0,0,0,1,0,0,0,0
5484,AM_Test6,3,am10,H,0,0,0,0,0,2,0,0,0,7
5517,AM_Test6,4,am10,H,1,0,0,2,0,4,0,0,0,1
5550,AM_Test6,5,am10,H,0,1,0,0,0,0,1,1,0,2
5583,AM_Test6,6,am10,H,0,0,0,0,0,2,0,0,0,2
5616,AM_Test6,7,am10,H,0,7,0,0,0,0,6,8,0,0
5649,AM_Test6,8,am10,H,0,6,0,0,0,4,4,0,0,8
5682,AM_Test6,9,am10,H,0,7,0,0,0,5,7,0,0,2
5166,AM_Test6,10,am10,H,0,0,0,0,0,1,0,0,0,1
5199,AM_Test6,11,am10,H,0,0,0,1,0,7,0,0,0,5
5229,AM_Test6,12,am10,H,0,0,0,0,0,0,0,0,0,7
5262,AM_Test6,13,am10,H,0,2,0,0,0,3,0,0,0,0
5295,AM_Test6,14,am10,H,0,0,0,0,0,1,0,0,0,6
5328,AM_Test6,15,am10,H,0,0,0,0,0,0,0,0,0,5
5361,AM_Test6,16,am10,H,0,0,0,0,0,0,0,0,0,4
5391,AM_Test6,17,am10,H,0,2,0,0,0,0,1,0,0,4
5424,AM_Test6,18,am10,H,0,3,0,0,0,3,0,0,0,2
5451,AM_Test6,19,am10,H,0,0,0,0,0,0,0,0,0,0
5457,AM_Test6,20,am10,H,0,0,0,0,0,0,0,0,0,0
5460,AM_Test6,21,am10,H,0,0,0,0,0,0,0,0,0,0
5463,AM_Test6,22,am10,H,0,6,0,0,0,3,4,0,0,5
5466,AM_Test6,23,am10,H,0,0,0,0,0,1,0,0,0,6
5469,AM_Test6,24,am10,H,0,0,0,0,0,0,0,0,0,5
5472,AM_Test6,25,am10,H,0,0,0,0,0,1,0,6,0,0
5475,AM_Test6,26,am10,H,0,2,0,0,0,2,0,0,0,0
5478,AM_Test6,27,am10,H,0,2,0,2,0,1,6,0,0,0
5481,AM_Test6,29,am10,H,0,2,0,1,0,1,4,0,0,1
5487,AM_Test6,30,am10,H,0,0,0,0,0,0,0,0,0,5
5490,AM_Test6,31,am10,H,0,0,0,0,0,0,0,0,0,3
5493,AM_Test6,32,am10,H,0,0,0,0,0,0,0,0,0,4
5496,AM_Test6,33,am10,H,0,7,0,0,0,0,3,0,0,6
5499,AM_Test6,34,am10,H,0,0,0,0,0,0,0,0,0,2
5502,AM_Test6,35,am10,H,0,0,0,0,0,0,0,0,0,6
5505,AM_Test6,36,am10,H,0,1,0,0,0,1,0,0,0,6
5508,AM_Test6,37,am10,H,0,1,0,0,0,1,0,0,0,3
5511,AM_Test6,38,am10,H,0,0,0,0,0,2,0,0,0,2
5514,AM_Test6,39,am10,H,0,3,0,0,0,4,4,0,0,4
5520,AM_Test6,40,am10,H,0,0,0,3,0,0,0,0,0,0
5523,AM_Test6,41,am10,H,0,1,0,0,0,1,0,0,0,6
5526,AM_Test6,42,am10,H,0,0,0,0,0,0,0,0,0,3
5529,AM_Test6,43,am10,H,0,0,0,0,0,0,0,0,0,0
5532,AM_Test6,44,am10,H,0,0,0,0,0,0,0,0,0,0
5535,AM_Test6,45,am10,H,0,0,0,0,0,0,0,0,0,0
5538,AM_Test6,46,am10,H,0,3,0,0,0,0,4,0,0,4
5541,AM_Test6,47,am10,H,0,0,0,0,0,0,0,0,0,3
5544,AM_Test6,48,am10,H,0,0,0,0,0,0,0,0,0,3
5547,AM_Test6,49,am10,H,2,1,0,0,0,0,0,0,0,0
5553,AM_Test6,50,am10,H,0,0,0,0,0,2,0,0,0,2
5556,AM_Test6,51,am10,H,0,4,0,0,0,0,4,0,0,3
5559,AM_Test6,52,am10,H,0,9,0,0,0,2,3,0,0,1
5562,AM_Test6,53,am10,H,0,2,0,0,0,0,0,0,0,4
5565,AM_Test6,54,am10,H,0,0,0,4,0,0,0,0,0,3
5568,AM_Test6,55,am10,H,1,0,0,0,0,0,0,0,0,7
5571,AM_Test6,56,am10,H,0,0,0,0,0,3,0,0,0,6
5574,AM_Test6,57,am10,H,0,0,0,0,0,3,0,0,0,3
5577,AM_Test6,58,am10,H,1,0,0,0,0,0,0,0,0,2
5580,AM_Test6,59,am10,H,0,0,0,1,0,0,0,0,0,3
5586,AM_Test6,60,am10,H,0,0,0,0,0,1,0,0,0,5
5589,AM_Test6,61,am10,H,0,0,0,0,0,1,0,0,0,4
5592,AM_Test6,62,am10,H,0,0,0,0,0,0,0,0,0,6
5595,AM_Test6,63,am10,H,0,0,0,1,0,0,0,0,0,5
5598,AM_Test6,64,am10,H,0,0,0,0,0,4,0,0,0,3
5601,AM_Test6,65,am10,H,0,0,0,0,0,0,0,0,0,4
5604,AM_Test6,66,am10,H,0,0,0,0,0,0,0,0,0,3
5607,AM_Test6,67,am10,H,0,0,0,0,0,0,0,0,0,0
5610,AM_Test6,68,am10,H,0,0,0,0,0,0,0,0,0,0
5613,AM_Test6,69,am10,H,0,0,0,0,0,0,0,0,0,0
5619,AM_Test6,70,am10,H,0,0,0,0,0,0,0,0,0,4
5622,AM_Test6,71,am10,H,0,0,0,0,0,0,0,0,0,4
5625,AM_Test6,72,am10,H,0,0,0,0,0,0,0,0,0,6
5628,AM_Test6,73,am10,H,0,6,0,0,0,0,7,0,0,0
5631,AM_Test6,74,am10,H,0,0,0,0,0,0,0,0,0,3
5634,AM_Test6,75,am10,H,0,0,0,0,0,0,0,0,0,2
5637,AM_Test6,76,am10,H,0,0,0,0,0,3,0,0,0,5
5640,AM_Test6,77,am10,H,0,0,0,0,0,0,0,0,0,2
5643,AM_Test6,78,am10,H,0,0,0,0,0,3,0,0,0,4
5646,AM_Test6,79,am10,H,0,0,0,2,0,3,0,0,0,2
5652,AM_Test6,80,am10,H,0,0,0,0,0,5,0,0,0,4
5655,AM_Test6,81,am10,H,0,0,0,0,0,2,0,0,0,4
5658,AM_Test6,82,am10,H,0,0,0,0,0,4,0,0,0,2
5661,AM_Test6,83,am10,H,0,0,0,0,0,4,0,0,0,1
5664,AM_Test6,84,am10,H,0,0,0,0,0,3,0,0,0,6
5667,AM_Test6,85,am10,H,0,0,0,0,0,1,0,0,0,3
5670,AM_Test6,86,am10,H,0,0,0,0,0,2,0,0,0,2
5673,AM_Test6,87,am10,H,0,0,0,0,0,4,0,0,0,5
5676,AM_Test6,88,am10,H,3,0,0,0,0,4,0,0,0,5
5679,AM_Test6,89,am10,H,0,0,0,0,0,4,0,0,0,5
5685,AM_Test6,90,am10,H,0,0,0,0,0,3,0,0,0,2
5688,AM_Test6,91,am10,H,0,0,0,0,0,0,0,0,0,0
5691,AM_Test6,92,am10,H,0,0,0,0,0,0,0,0,0,0
5694,AM_Test6,93,am10,H,0,0,0,0,0,0,0,0,0,0
5697,AM_Test6,94,am10,H,0,0,0,0,0,1,0,0,0,7
5700,AM_Test6,95,am10,H,0,0,0,0,0,0,0,0,0,2
5703,AM_Test6,96,am10,H,0,0,0,0,0,0,0,0,0,6
5706,AM_Test6,97,am10,H,0,0,0,0,0,0,0,0,0,4
5709,AM_Test6,98,am10,H,0,0,0,0,0,0,0,0,0,0
5712,AM_Test6,99,am10,H,0,0,0,0,0,0,0,0,0,2
5169,AM_Test6,100,am10,H,0,2,0,0,0,0,0,0,0,5
5172,AM_Test6,101,am10,H,0,3,0,0,0,0,2,0,0,3
5175,AM_Test6,102,am10,H,0,0,0,0,0,1,0,0,0,5
5178,AM_Test6,103,am10,H,0,0,0,3,0,0,0,0,0,2
5181,AM_Test6,104,am10,H,0,0,0,1,0,0,0,0,0,4
5184,AM_Test6,105,am10,H,0,0,0,0,0,0,0,0,0,5
5187,AM_Test6,106,am10,H,0,0,0,0,0,2,0,0,0,4
5190,AM_Test6,107,am10,H,0,0,0,0,0,0,0,0,0,4
5193,AM_Test6,108,am10,H,0,0,0,0,0,0,0,0,0,5
5196,AM_Test6,109,am10,H,1,0,0,0,0,7,0,0,0,7
5202,AM_Test6,111,am10,H,0,0,0,0,0,1,0,0,0,6
5205,AM_Test6,112,am10,H,3,0,0,0,0,0,0,0,0,2
5208,AM_Test6,113,am10,H,3,0,0,0,0,0,0,0,0,2
5211,AM_Test6,114,am10,H,0,0,0,0,0,0,0,0,0,6
5214,AM_Test6,115,am10,H,0,0,0,0,0,0,0,0,0,0
5217,AM_Test6,116,am10,H,0,0,0,0,0,0,0,0,0,0
5220,AM_Test6,117,am10,H,0,0,0,0,0,0,0,0,0,0
5223,AM_Test6,118,am10,H,2,0,0,0,0,4,0,0,0,5
5226,AM_Test6,119,am10,H,0,0,0,0,0,1,0,0,0,3
5232,AM_Test6,120,am10,H,0,0,0,0,0,0,0,0,0,5
5235,AM_Test6,121,am10,H,0,3,0,0,0,3,3,0,0,3
5238,AM_Test6,122,am10,H,0,0,0,0,0,0,0,0,0,4
5241,AM_Test6,123,am10,H,0,5,0,0,0,0,4,0,0,5
5244,AM_Test6,124,am10,H,0,6,0,0,0,0,0,0,0,6
5247,AM_Test6,125,am10,H,0,4,0,0,0,0,5,0,0,5
5250,AM_Test6,126,am10,H,0,0,0,0,0,0,0,0,0,6
5253,AM_Test6,127,am10,H,0,0,0,0,0,3,0,0,0,3
5256,AM_Test6,128,am10,H,0,0,0,0,0,6,0,0,0,4
5259,AM_Test6,129,am10,H,0,0,0,0,0,3,0,0,0,5
5265,AM_Test6,130,am10,H,0,0,0,0,0,4,0,0,0,4
5268,AM_Test6,131,am10,H,0,0,0,0,0,0,0,0,0,3
5271,AM_Test6,132,am10,H,0,0,0,0,0,1,0,0,0,6
5274,AM_Test6,133,am10,H,3,0,0,0,0,3,0,0,0,4
5277,AM_Test6,134,am10,H,1,0,0,0,0,1,0,0,0,6
5280,AM_Test6,135,am10,H,0,0,0,0,0,1,0,0,0,4
5283,AM_Test6,136,am10,H,0,0,0,0,0,1,0,0,0,4
5286,AM_Test6,137,am10,H,4,0,0,0,0,6,0,0,0,4
5289,AM_Test6,138,am10,H,0,0,0,0,0,1,0,0,0,3
5292,AM_Test6,139,am10,H,0,0,0,0,0,0,0,0,0,0
5298,AM_Test6,140,am10,H,0,0,0,0,0,0,0,0,0,0
5301,AM_Test6,141,am10,H,0,0,0,0,0,0,0,0,0,0
5304,AM_Test6,142,am10,H,0,0,0,0,0,2,0,0,0,4
5307,AM_Test6,143,am10,H,2,0,0,0,0,1,0,0,0,7
5310,AM_Test6,144,am10,H,1,0,0,0,0,1,0,0,0,6
5313,AM_Test6,145,am10,H,0,0,0,0,0,0,0,0,0,0
5316,AM_Test6,146,am10,H,0,0,0,0,0,0,0,0,0,0
5319,AM_Test6,147,am10,H,0,0,0,0,0,0,0,0,0,0
5322,AM_Test6,148,am10,H,0,0,0,0,0,0,0,0,0,0
5325,AM_Test6,149,am10,H,0,0,0,0,0,0,0,0,0,0
5331,AM_Test6,150,am10,H,0,0,0,0,0,0,0,0,0,0
5334,AM_Test6,151,am10,H,0,0,0,0,0,0,0,0,0,0
5337,AM_Test6,152,am10,H,0,0,0,0,0,0,0,0,0,0
5340,AM_Test6,153,am10,H,0,0,0,0,0,0,0,0,0,0
5343,AM_Test6,154,am10,H,0,0,0,0,0,0,0,0,0,0
5346,AM_Test6,155,am10,H,0,0,0,0,0,0,0,0,0,0
5349,AM_Test6,156,am10,H,0,0,0,0,0,0,0,0,0,0
5352,AM_Test6,157,am10,H,0,0,0,0,0,0,0,0,0,0
5355,AM_Test6,158,am10,H,0,0,0,0,0,0,0,0,0,0
5358,AM_Test6,159,am10,H,0,0,0,0,0,0,0,0,0,0
5364,AM_Test6,160,am10,H,0,0,0,0,0,0,0,0,0,0
5367,AM_Test6,161,am10,H,0,0,0,0,0,0,0,0,0,0
5370,AM_Test6,162,am10,H,0,0,0,0,0,0,0,0,0,0
5373,AM_Test6,164,am10,H,0,0,0,0,0,0,0,0,0,0
5376,AM_Test6,165,am10,H,0,0,0,0,0,0,0,0,0,0
5379,AM_Test6,166,am10,H,0,0,0,0,0,0,0,0,0,0
5382,AM_Test6,167,am10,H,0,0,0,0,0,0,0,0,0,1
5385,AM_Test6,168,am10,H,0,0,0,0,0,0,0,0,0,4
5388,AM_Test6,169,am10,H,0,0,0,0,0,0,0,0,0,4
5394,AM_Test6,170,am10,H,0,1,0,0,0,0,0,0,0,4
5397,AM_Test6,171,am10,H,0,0,0,0,0,0,0,0,0,6
5400,AM_Test6,172,am10,H,0,0,0,0,0,0,0,0,0,5
5403,AM_Test6,173,am10,H,0,0,0,0,0,2,0,0,0,5
5406,AM_Test6,174,am10,H,0,0,0,0,0,0,0,0,0,1
5409,AM_Test6,175,am10,H,0,0,0,0,0,0,0,0,0,5
5412,AM_Test6,176,am10,H,1,0,0,2,0,0,0,0,0,3
5415,AM_Test6,177,am10,H,0,0,0,0,0,0,0,0,0,3
5418,AM_Test6,178,am10,H,0,0,0,0,0,1,0,0,0,4
5421,AM_Test6,179,am10,H,0,0,0,0,0,2,0,0,0,5
5427,AM_Test6,180,am10,H,0,0,0,0,0,1,0,0,0,3
5430,AM_Test6,181,am10,H,0,0,0,0,0,1,0,0,0,4
5433,AM_Test6,182,am10,H,1,0,0,0,0,5,0,0,0,2
5436,AM_Test6,183,am10,H,0,0,0,0,0,1,0,0,0,4
5439,AM_Test6,184,am10,H,0,0,0,0,0,6,0,0,0,5
5442,AM_Test6,185,am10,H,0,0,0,0,0,0,0,0,0,0
5445,AM_Test6,186,am10,H,0,0,0,0,0,0,0,0,0,0
5448,AM_Test6,187,am10,H,0,0,0,0,0,0,0,0,0,0
5455,AM_Test6,2,am11,H,1,0,0,0,1,0,0,0,0,0
5485,AM_Test6,3,am11,H,0,0,0,0,0,0,0,0,0,0
5518,AM_Test6,4,am11,H,0,0,0,2,3,0,0,0,3,3
5551,AM_Test6,5,am11,H,0,0,8,0,0,0,0,0,0,1
5584,AM_Test6,6,am11,H,0,0,0,0,3,0,0,0,0,1
5617,AM_Test6,7,am11,H,0,0,9,0,1,0,0,0,0,0
5650,AM_Test6,8,am11,H,0,0,10,0,0,0,0,0,0,0
5683,AM_Test6,9,am11,H,0,0,10,0,0,0,0,0,0,0
5167,AM_Test6,10,am11,H,0,0,0,0,2,0,0,0,0,0
5200,AM_Test6,11,am11,H,0,0,0,1,0,0,0,0,0,0
5230,AM_Test6,12,am11,H,0,0,0,0,0,0,0,0,0,0
5263,AM_Test6,13,am11,H,0,0,6,0,0,0,0,0,0,0
5296,AM_Test6,14,am11,H,0,0,0,0,0,0,0,0,0,0
5329,AM_Test6,15,am11,H,0,0,0,0,0,0,0,0,0,0
5362,AM_Test6,16,am11,H,0,0,0,0,5,0,0,0,0,0
5392,AM_Test6,17,am11,H,0,0,0,0,0,0,0,0,0,0
5425,AM_Test6,18,am11,H,0,0,0,0,0,0,0,0,0,0
5452,AM_Test6,19,am11,H,0,0,0,0,0,0,0,0,0,0
5458,AM_Test6,20,am11,H,0,0,0,0,0,0,0,0,0,0
5461,AM_Test6,21,am11,H,0,0,0,0,0,0,0,0,0,0
5464,AM_Test6,22,am11,H,0,0,5,0,1,0,0,0,0,0
5467,AM_Test6,23,am11,H,0,0,0,0,0,0,0,0,0,0
5470,AM_Test6,24,am11,H,0,0,0,0,0,0,0,0,0,0
5473,AM_Test6,25,am11,H,0,0,4,0,3,0,0,1,1,0
5476,AM_Test6,26,am11,H,0,0,2,0,0,0,0,0,0,0
5479,AM_Test6,27,am11,H,0,0,10,2,5,0,0,0,0,0
5482,AM_Test6,29,am11,H,1,0,7,1,2,0,0,0,0,1
5488,AM_Test6,30,am11,H,0,0,0,0,0,0,0,0,0,0
5491,AM_Test6,31,am11,H,0,0,0,0,0,0,0,0,0,0
5494,AM_Test6,32,am11,H,0,0,0,0,0,0,0,0,0,0
5497,AM_Test6,33,am11,H,0,0,0,0,0,0,0,0,0,0
5500,AM_Test6,34,am11,H,0,0,0,0,0,0,0,0,0,0
5503,AM_Test6,35,am11,H,0,0,0,0,0,0,0,0,0,0
5506,AM_Test6,36,am11,H,0,0,0,0,0,0,0,0,0,0
5509,AM_Test6,37,am11,H,0,0,0,0,2,0,0,0,0,0
5512,AM_Test6,38,am11,H,0,0,0,0,0,0,0,0,0,0
5515,AM_Test6,39,am11,H,0,0,9,0,0,0,0,0,0,0
5521,AM_Test6,40,am11,H,0,0,0,3,0,0,0,0,0,0
5524,AM_Test6,41,am11,H,0,0,0,0,0,0,0,0,0,0
5527,AM_Test6,42,am11,H,0,0,0,0,0,0,0,0,0,0
5530,AM_Test6,43,am11,H,0,0,0,0,0,0,0,0,0,0
5533,AM_Test6,44,am11,H,0,0,0,0,0,0,0,0,0,0
5536,AM_Test6,45,am11,H,0,0,0,0,0,0,0,0,0,0
5539,AM_Test6,46,am11,H,0,0,9,0,0,0,0,0,0,0
5542,AM_Test6,47,am11,H,0,0,0,0,0,0,0,0,0,0
5545,AM_Test6,48,am11,H,0,0,0,0,0,0,0,0,0,0
5548,AM_Test6,49,am11,H,2,0,0,0,0,0,0,0,0,0
5554,AM_Test6,50,am11,H,0,0,0,0,0,0,0,0,0,0
5557,AM_Test6,51,am11,H,0,0,0,0,0,0,0,0,0,0
5560,AM_Test6,52,am11,H,0,0,10,0,0,0,0,0,0,0
5563,AM_Test6,53,am11,H,0,0,0,0,0,0,0,0,0,0
5566,AM_Test6,54,am11,H,0,0,0,4,0,0,0,0,0,0
5569,AM_Test6,55,am11,H,1,0,0,0,4,0,0,0,0,1
5572,AM_Test6,56,am11,H,0,0,0,0,0,0,0,0,0,0
5575,AM_Test6,57,am11,H,0,0,0,0,0,0,0,0,0,2
5578,AM_Test6,58,am11,H,1,0,0,0,0,0,0,0,2,0
5581,AM_Test6,59,am11,H,0,0,0,1,0,0,0,0,0,0
5587,AM_Test6,60,am11,H,0,0,0,0,0,0,0,0,0,5
5590,AM_Test6,61,am11,H,0,0,0,0,0,0,0,0,0,0
5593,AM_Test6,62,am11,H,0,0,0,0,3,0,0,0,0,0
5596,AM_Test6,63,am11,H,0,0,0,1,0,0,0,0,0,0
5599,AM_Test6,64,am11,H,0,0,0,0,0,0,0,0,0,0
5602,AM_Test6,65,am11,H,0,0,0,0,0,0,0,0,0,0
5605,AM_Test6,66,am11,H,0,0,0,0,0,0,0,0,0,0
5608,AM_Test6,67,am11,H,0,0,0,0,0,0,0,0,0,0
5611,AM_Test6,68,am11,H,0,0,0,0,0,0,0,0,0,0
5614,AM_Test6,69,am11,H,0,0,0,0,0,0,0,0,0,0
5620,AM_Test6,70,am11,H,0,0,0,0,0,0,0,0,0,0
5623,AM_Test6,71,am11,H,0,0,0,0,0,0,0,0,0,0
5626,AM_Test6,72,am11,H,0,0,0,0,0,0,0,0,0,0
5629,AM_Test6,73,am11,H,0,0,10,0,0,0,0,0,0,0
5632,AM_Test6,74,am11,H,0,0,0,0,0,0,0,0,0,0
5635,AM_Test6,75,am11,H,0,0,0,0,0,0,0,0,0,0
5638,AM_Test6,76,am11,H,0,0,0,0,1,0,0,0,0,4
5641,AM_Test6,77,am11,H,0,0,0,0,2,0,0,0,0,0
5644,AM_Test6,78,am11,H,0,0,0,0,0,0,0,0,0,0
5647,AM_Test6,79,am11,H,0,0,0,2,0,0,0,0,0,0
5653,AM_Test6,80,am11,H,0,0,0,0,0,0,0,0,0,2
5656,AM_Test6,81,am11,H,0,0,0,0,0,0,0,0,0,0
5659,AM_Test6,82,am11,H,0,0,0,0,2,0,0,0,0,0
5662,AM_Test6,83,am11,H,0,0,0,0,0,0,0,0,0,4
5665,AM_Test6,84,am11,H,0,0,0,0,0,0,0,0,0,0
5668,AM_Test6,85,am11,H,0,0,0,0,0,0,0,0,0,1
5671,AM_Test6,86,am11,H,0,0,0,0,0,0,0,0,0,0
5674,AM_Test6,87,am11,H,0,0,0,0,0,0,0,0,0,0
5677,AM_Test6,88,am11,H,3,0,0,0,0,0,0,0,0,3
5680,AM_Test6,89,am11,H,0,0,0,0,0,0,0,0,0,1
5686,AM_Test6,90,am11,H,0,0,0,0,0,0,0,0,0,0
5689,AM_Test6,91,am11,H,0,0,0,0,0,0,0,0,0,0
5692,AM_Test6,92,am11,H,0,0,0,0,0,0,0,0,0,0
5695,AM_Test6,93,am11,H,0,0,0,0,0,0,0,0,0,0
5698,AM_Test6,94,am11,H,0,0,0,0,0,0,0,0,0,0
5701,AM_Test6,95,am11,H,0,0,0,0,1,0,0,0,0,0
5704,AM_Test6,96,am11,H,0,0,0,0,0,0,0,0,0,0
5707,AM_Test6,97,am11,H,0,0,0,0,5,0,0,0,0,0
5710,AM_Test6,98,am11,H,0,0,0,0,0,0,0,0,0,0
5713,AM_Test6,99,am11,H,0,0,0,0,0,0,0,0,0,0
5170,AM_Test6,100,am11,H,0,0,0,0,0,0,0,0,0,0
5173,AM_Test6,101,am11,H,0,0,0,0,0,0,0,0,0,0
5176,AM_Test6,102,am11,H,0,0,0,0,0,0,0,0,0,0
5179,AM_Test6,103,am11,H,0,0,0,3,0,0,0,0,0,0
5182,AM_Test6,104,am11,H,0,0,0,1,2,0,0,0,0,0
5185,AM_Test6,105,am11,H,0,0,0,0,0,0,0,0,0,0
5188,AM_Test6,106,am11,H,0,0,0,0,0,0,0,0,0,0
5191,AM_Test6,107,am11,H,0,0,0,0,0,0,0,0,0,0
5194,AM_Test6,108,am11,H,0,0,0,0,0,0,0,0,0,0
5197,AM_Test6,109,am11,H,1,0,0,0,0,0,0,0,0,6
5203,AM_Test6,111,am11,H,0,0,0,0,0,0,0,0,0,1
5206,AM_Test6,112,am11,H,3,0,0,0,0,0,0,0,0,0
5209,AM_Test6,113,am11,H,3,0,0,0,0,0,0,0,0,1
5212,AM_Test6,114,am11,H,0,0,0,0,0,0,0,0,0,0
5215,AM_Test6,115,am11,H,0,0,0,0,0,0,0,0,0,0
5218,AM_Test6,116,am11,H,0,0,0,0,0,0,0,0,0,0
5221,AM_Test6,117,am11,H,0,0,0,0,0,0,0,0,0,0
5224,AM_Test6,118,am11,H,2,0,0,0,0,0,0,0,0,2
5227,AM_Test6,119,am11,H,0,0,0,0,0,0,0,0,0,0
5233,AM_Test6,120,am11,H,0,0,0,0,0,0,0,0,0,0
5236,AM_Test6,121,am11,H,0,0,10,0,0,0,0,0,0,0
5239,AM_Test6,122,am11,H,0,0,0,0,0,0,0,0,0,0
5242,AM_Test6,123,am11,H,0,0,4,0,0,0,0,0,0,0
5245,AM_Test6,124,am11,H,0,0,8,0,0,0,0,0,0,0
5248,AM_Test6,125,am11,H,0,0,5,0,0,0,0,0,0,0
5251,AM_Test6,126,am11,H,0,0,0,0,0,0,0,0,0,0
5254,AM_Test6,127,am11,H,0,0,0,0,0,0,0,0,0,0
5257,AM_Test6,128,am11,H,0,0,0,0,0,0,0,0,0,0
5260,AM_Test6,129,am11,H,0,0,0,0,0,0,0,0,0,0
5266,AM_Test6,130,am11,H,0,0,0,0,0,0,0,0,0,0
5269,AM_Test6,131,am11,H,0,0,0,0,0,0,0,0,0,0
5272,AM_Test6,132,am11,H,0,0,0,0,0,0,0,0,0,0
5275,AM_Test6,133,am11,H,3,0,0,0,0,0,0,0,0,3
5278,AM_Test6,134,am11,H,1,0,0,0,0,0,0,0,0,0
5281,AM_Test6,135,am11,H,0,0,0,0,0,0,0,0,0,0
5284,AM_Test6,136,am11,H,0,0,0,0,0,0,0,0,0,1
5287,AM_Test6,137,am11,H,4,0,0,0,0,0,0,0,0,0
5290,AM_Test6,138,am11,H,0,0,0,0,0,0,0,0,0,0
5293,AM_Test6,139,am11,H,0,0,0,0,0,0,0,0,0,0
5299,AM_Test6,140,am11,H,0,0,0,0,0,0,0,0,0,0
5302,AM_Test6,141,am11,H,0,0,0,0,0,0,0,0,0,0
5305,AM_Test6,142,am11,H,0,0,0,0,0,0,0,0,0,1
5308,AM_Test6,143,am11,H,2,0,0,0,0,0,0,0,0,1
5311,AM_Test6,144,am11,H,1,0,0,0,0,0,0,0,0,0
5314,AM_Test6,145,am11,H,0,0,0,0,0,0,0,0,0,0
5317,AM_Test6,146,am11,H,0,0,0,0,0,0,0,0,0,0
5320,AM_Test6,147,am11,H,0,0,0,0,0,0,0,0,0,0
5323,AM_Test6,148,am11,H,0,0,0,0,0,0,0,0,0,0
5326,AM_Test6,149,am11,H,0,0,0,0,0,0,0,0,0,0
5332,AM_Test6,150,am11,H,0,0,0,0,0,0,0,0,0,0
5335,AM_Test6,151,am11,H,0,0,0,0,0,0,0,0,0,0
5338,AM_Test6,152,am11,H,0,0,0,0,0,0,0,0,0,0
5341,AM_Test6,153,am11,H,0,0,0,0,0,0,0,0,0,0
5344,AM_Test6,154,am11,H,0,0,0,0,0,0,0,0,0,0
5347,AM_Test6,155,am11,H,0,0,0,0,0,0,0,0,0,0
5350,AM_Test6,156,am11,H,0,0,0,0,0,0,0,0,0,0
5353,AM_Test6,157,am11,H,0,0,0,0,0,0,0,0,0,0
5356,AM_Test6,158,am11,H,0,0,0,0,0,0,0,0,0,0
5359,AM_Test6,159,am11,H,0,0,0,0,0,0,0,0,0,0
5365,AM_Test6,160,am11,H,0,0,0,0,0,0,0,0,0,0
5368,AM_Test6,161,am11,H,0,0,0,0,0,0,0,0,0,0
5371,AM_Test6,162,am11,H,0,0,0,0,0,0,0,0,0,0
5374,AM_Test6,164,am11,H,0,0,0,0,0,0,0,0,0,0
5377,AM_Test6,165,am11,H,0,0,0,0,0,0,0,0,0,0
5380,AM_Test6,166,am11,H,0,0,0,0,0,0,0,0,0,0
5383,AM_Test6,167,am11,H,0,0,0,0,0,0,0,0,0,0
5386,AM_Test6,168,am11,H,0,0,0,0,0,0,0,0,0,0
5389,AM_Test6,169,am11,H,0,0,0,0,0,0,0,0,0,0
5395,AM_Test6,170,am11,H,0,0,0,0,0,0,0,0,0,0
5398,AM_Test6,171,am11,H,0,0,0,0,2,0,0,0,0,0
5401,AM_Test6,172,am11,H,0,0,0,0,0,0,0,0,0,0
5404,AM_Test6,173,am11,H,0,0,0,0,0,0,0,0,0,2
5407,AM_Test6,174,am11,H,0,0,0,0,0,0,0,0,0,0
5410,AM_Test6,175,am11,H,0,0,0,0,0,0,0,0,0,0
5413,AM_Test6,176,am11,H,1,0,0,2,0,0,0,0,0,1
5416,AM_Test6,177,am11,H,0,0,0,0,0,0,0,0,0,0
5419,AM_Test6,178,am11,H,0,0,0,0,0,0,0,0,0,0
5422,AM_Test6,179,am11,H,0,0,0,0,0,0,0,0,0,0
5428,AM_Test6,180,am11,H,0,0,0,0,0,0,0,0,0,0
5431,AM_Test6,181,am11,H,0,0,0,0,0,0,0,0,0,0
5434,AM_Test6,182,am11,H,1,0,0,0,0,0,0,0,0,5
5437,AM_Test6,183,am11,H,0,0,0,0,0,0,0,0,0,0
5440,AM_Test6,184,am11,H,0,0,0,0,0,0,0,0,0,0
5443,AM_Test6,185,am11,H,0,0,0,0,0,0,0,0,0,0
5446,AM_Test6,186,am11,H,0,0,0,0,0,0,0,0,0,0
5449,AM_Test6,187,am11,H,0,0,0,0,0,0,0,0,0,0
5456,AM_Test6,2,am9,H,2,7,2,7,2,9,0,2,0,4
5486,AM_Test6,3,am9,H,0,0,5,9,2,7,0,0,0,2
5519,AM_Test6,4,am9,H,2,5,2,6,5,5,0,1,4,5
5552,AM_Test6,5,am9,H,0,2,7,6,0,10,4,0,0,6
5585,AM_Test6,6,am9,H,0,2,0,3,3,8,0,5,0,5
5618,AM_Test6,7,am9,H,0,0,9,0,1,9,0,0,0,4
5651,AM_Test6,8,am9,H,0,0,0,0,0,6,4,0,0,3
5684,AM_Test6,9,am9,H,0,0,9,0,0,4,1,0,0,6
