,AbTest,ID,Property,Test Type,AMB0,AMB1,AMB2,AMB3,AMB5,AMB8,AMB12,AMB14,AMB17,AMB18
4863,AM_Test5,176,am6,H,0,1,2,0,0,9,0,0,0,7
4866,AM_Test5,177,am6,H,0,4,0,0,0,9,0,0,0,5
4869,AM_Test5,178,am6,H,0,0,0,0,0,10,0,0,0,2
4872,AM_Test5,179,am6,H,0,3,0,0,5,10,0,0,0,5
4878,AM_Test5,180,am6,H,0,0,0,4,0,10,0,0,0,3
4881,AM_Test5,181,am6,H,0,0,0,10,0,9,0,0,0,7
4884,AM_Test5,182,am6,H,0,0,0,5,0,10,0,0,0,5
4887,AM_Test5,183,am6,H,0,0,0,0,4,10,0,0,0,3
4890,AM_Test5,184,am6,H,0,0,0,0,1,4,0,0,0,5
4893,AM_Test5,185,am6,H,0,0,0,0,0,0,0,0,0,0
4896,AM_Test5,186,am6,H,0,0,0,0,0,0,0,0,0,0
4899,AM_Test5,187,am6,H,0,0,0,0,0,0,0,0,0,0
4906,AM_Test5,2,am7,H,0,0,0,0,0,0,0,0,0,7
4936,AM_Test5,3,am7,H,0,0,0,0,0,1,0,0,0,6
4969,AM_Test5,4,am7,H,0,0,0,0,0,0,0,0,0,0
5002,AM_Test5,5,am7,H,0,1,0,0,0,0,3,0,0,1
5035,AM_Test5,6,am7,H,0,0,0,0,0,0,0,0,0,2
5068,AM_Test5,7,am7,H,0,3,0,0,0,0,4,0,0,5
5101,AM_Test5,8,am7,H,0,5,0,0,0,0,6,0,0,6
5134,AM_Test5,9,am7,H,0,6,0,0,0,0,6,0,0,5
4618,AM_Test5,10,am7,H,0,1,0,0,0,0,0,0,0,1
4651,AM_Test5,11,am7,H,0,0,0,0,0,0,0,0,0,1
4681,AM_Test5,12,am7,H,0,0,0,0,0,1,0,0,0,4
4714,AM_Test5,13,am7,H,0,3,0,0,0,0,0,0,0,5
4747,AM_Test5,14,am7,H,0,0,0,0,0,1,0,0,0,6
4780,AM_Test5,15,am7,H,0,0,0,0,0,0,0,0,0,8
4813,AM_Test5,16,am7,H,0,2,0,0,0,1,0,0,0,4
4843,AM_Test5,17,am7,H,0,3,0,0,0,2,0,0,0,5
4876,AM_Test5,18,am7,H,0,3,0,0,0,2,0,0,0,3
4903,AM_Test5,19,am7,H,0,0,0,0,0,0,0,0,0,0
4909,AM_Test5,20,am7,H,0,0,0,0,0,0,0,0,0,0
4912,AM_Test5,21,am7,H,0,0,0,0,0,0,0,0,0,0
4915,AM_Test5,22,am7,H,0,3,0,0,0,5,6,0,0,5
4918,AM_Test5,23,am7,H,0,0,0,0,0,3,0,0,0,4
4921,AM_Test5,24,am7,H,0,0,0,0,0,0,0,0,0,5
4924,AM_Test5,25,am7,H,0,4,0,0,0,0,4,5,0,2
4927,AM_Test5,26,am7,H,0,2,0,2,0,0,1,0,0,2
4930,AM_Test5,27,am7,H,0,6,0,0,0,0,6,0,0,3
4933,AM_Test5,29,am7,H,0,4,0,0,0,0,3,0,0,0
4939,AM_Test5,30,am7,H,0,0,0,0,0,3,0,0,0,6
4942,AM_Test5,31,am7,H,0,0,0,0,0,0,0,0,0,4
4945,AM_Test5,32,am7,H,0,0,0,0,0,0,0,0,0,3
4948,AM_Test5,33,am7,H,0,4,0,0,0,0,5,0,0,7
4951,AM_Test5,34,am7,H,0,0,0,0,0,0,0,0,0,6
4954,AM_Test5,35,am7,H,0,0,0,0,0,0,0,0,0,5
4957,AM_Test5,36,am7,H,0,0,0,0,0,0,0,0,0,3
4960,AM_Test5,37,am7,H,0,0,0,0,0,0,0,0,0,2
4963,AM_Test5,38,am7,H,0,0,0,0,0,0,0,0,0,3
4966,AM_Test5,39,am7,H,0,3,0,0,0,2,4,0,0,3
4972,AM_Test5,40,am7,H,0,0,0,0,0,1,0,0,0,5
4975,AM_Test5,41,am7,H,0,1,0,0,0,0,0,0,0,2
4978,AM_Test5,42,am7,H,0,0,0,0,0,0,0,0,0,6
4981,AM_Test5,43,am7,H,0,0,0,0,0,0,0,0,0,0
4984,AM_Test5,44,am7,H,0,0,0,0,0,0,0,0,0,0
4987,AM_Test5,45,am7,H,0,0,0,0,0,0,0,0,0,0
4990,AM_Test5,46,am7,H,0,6,0,0,0,1,5,0,0,4
4993,AM_Test5,47,am7,H,0,0,0,0,0,1,0,0,0,5
4996,AM_Test5,48,am7,H,0,0,0,0,0,0,0,0,0,5
4999,AM_Test5,49,am7,H,0,3,0,0,0,0,0,0,0,3
5005,AM_Test5,50,am7,H,0,0,0,0,0,3,0,0,0,3
5008,AM_Test5,51,am7,H,0,3,0,0,0,0,4,0,0,5
5011,AM_Test5,52,am7,H,0,5,0,0,0,0,7,0,0,7
5014,AM_Test5,53,am7,H,0,2,0,0,0,0,0,0,0,4
5017,AM_Test5,54,am7,H,0,0,0,0,0,0,0,0,0,6
5020,AM_Test5,55,am7,H,0,0,0,0,0,0,0,0,0,4
5023,AM_Test5,56,am7,H,0,0,0,0,0,1,0,0,0,2
5026,AM_Test5,57,am7,H,0,0,0,0,0,1,0,0,0,6
5029,AM_Test5,58,am7,H,0,0,0,0,0,0,0,0,0,1
5032,AM_Test5,59,am7,H,0,0,0,0,0,0,0,0,0,8
5038,AM_Test5,60,am7,H,0,0,0,0,0,0,0,0,0,3
5041,AM_Test5,61,am7,H,0,0,0,0,0,0,0,0,0,6
5044,AM_Test5,62,am7,H,0,0,0,0,0,0,0,0,0,5
5047,AM_Test5,63,am7,H,0,0,0,0,0,0,0,0,0,6
5050,AM_Test5,64,am7,H,0,0,0,0,0,0,0,0,0,4
5053,AM_Test5,65,am7,H,0,0,0,0,0,0,0,0,0,4
5056,AM_Test5,66,am7,H,2,0,0,0,0,0,0,0,0,5
5059,AM_Test5,67,am7,H,0,0,0,0,0,0,0,0,0,0
5062,AM_Test5,68,am7,H,0,0,0,0,0,0,0,0,0,0
5065,AM_Test5,69,am7,H,0,0,0,0,0,0,0,0,0,0
5071,AM_Test5,70,am7,H,0,0,0,0,0,0,0,0,0,3
5074,AM_Test5,71,am7,H,0,0,0,0,0,0,0,0,0,7
5077,AM_Test5,72,am7,H,0,0,0,0,0,0,0,0,0,4
5080,AM_Test5,73,am7,H,0,7,0,0,0,0,6,0,0,4
5083,AM_Test5,74,am7,H,0,0,0,0,0,0,0,0,0,2
5086,AM_Test5,75,am7,H,0,0,0,0,0,0,0,0,0,2
5089,AM_Test5,76,am7,H,0,0,0,0,0,1,0,0,0,0
5092,AM_Test5,77,am7,H,0,0,0,0,0,0,0,0,0,4
5095,AM_Test5,78,am7,H,0,0,0,0,0,0,0,0,0,4
5098,AM_Test5,79,am7,H,0,0,0,0,0,0,0,0,0,2
5104,AM_Test5,80,am7,H,0,0,0,0,0,0,0,0,0,5
5107,AM_Test5,81,am7,H,0,0,0,0,0,0,0,0,0,5
5110,AM_Test5,82,am7,H,0,0,0,0,0,3,0,0,0,7
5113,AM_Test5,83,am7,H,0,0,0,0,0,0,0,0,0,2
5116,AM_Test5,84,am7,H,0,0,0,0,0,0,0,0,0,4
5119,AM_Test5,85,am7,H,0,0,0,0,0,0,0,0,0,4
5122,AM_Test5,86,am7,H,0,0,0,0,0,0,0,0,0,4
5125,AM_Test5,87,am7,H,0,0,0,0,0,0,0,0,0,3
5128,AM_Test5,88,am7,H,0,0,0,0,0,0,0,0,0,1
5131,AM_Test5,89,am7,H,0,0,0,0,0,0,0,0,0,6
5137,AM_Test5,90,am7,H,0,0,0,0,0,0,0,0,0,3
5140,AM_Test5,91,am7,H,0,0,0,0,0,0,0,0,0,0
5143,AM_Test5,92,am7,H,0,0,0,0,0,0,0,0,0,0
5146,AM_Test5,93,am7,H,0,0,0,0,0,0,0,0,0,0
5149,AM_Test5,94,am7,H,0,0,0,0,0,0,0,0,0,5
5152,AM_Test5,95,am7,H,0,0,0,0,0,0,0,0,0,6
5155,AM_Test5,96,am7,H,0,0,0,0,0,0,0,0,0,7
5158,AM_Test5,97,am7,H,0,0,0,0,0,0,0,0,0,0
5161,AM_Test5,98,am7,H,0,0,0,0,0,0,0,0,0,3
5164,AM_Test5,99,am7,H,0,0,0,0,0,2,0,0,0,3
4621,AM_Test5,100,am7,H,0,1,0,0,0,3,0,0,0,5
4624,AM_Test5,101,am7,H,0,4,0,0,0,0,1,0,0,6
4627,AM_Test5,102,am7,H,0,0,0,0,0,0,0,0,0,8
4630,AM_Test5,103,am7,H,0,0,0,0,0,0,0,0,0,3
4633,AM_Test5,104,am7,H,0,0,0,0,0,0,0,0,0,5
4636,AM_Test5,105,am7,H,0,0,0,0,0,0,0,0,0,6
4639,AM_Test5,106,am7,H,0,0,0,0,0,0,0,0,0,4
4642,AM_Test5,107,am7,H,0,0,0,0,0,0,0,0,0,6
4645,AM_Test5,108,am7,H,0,0,0,0,0,0,0,0,0,6
4648,AM_Test5,109,am7,H,0,0,0,0,0,0,0,0,0,1
4654,AM_Test5,111,am7,H,0,0,0,0,0,0,0,0,0,5
4657,AM_Test5,112,am7,H,1,0,0,0,0,0,0,0,0,3
4660,AM_Test5,113,am7,H,0,0,0,0,0,0,0,0,0,5
4663,AM_Test5,114,am7,H,0,0,0,0,0,0,0,0,0,4
4666,AM_Test5,115,am7,H,0,0,0,0,0,0,0,0,0,0
4669,AM_Test5,116,am7,H,0,0,0,0,0,0,0,0,0,0
4672,AM_Test5,117,am7,H,0,0,0,0,0,0,0,0,0,0
4675,AM_Test5,118,am7,H,0,0,0,0,0,0,0,0,0,3
4678,AM_Test5,119,am7,H,0,0,0,0,0,0,0,0,0,4
4684,AM_Test5,120,am7,H,0,0,0,0,0,1,0,0,0,5
4687,AM_Test5,121,am7,H,0,7,0,0,0,3,2,0,0,3
4690,AM_Test5,122,am7,H,0,0,0,0,0,0,0,0,0,4
4693,AM_Test5,123,am7,H,0,8,0,0,0,0,5,0,0,2
4696,AM_Test5,124,am7,H,0,3,0,0,0,3,0,0,0,6
4699,AM_Test5,125,am7,H,0,3,0,0,0,0,6,0,0,5
4702,AM_Test5,126,am7,H,0,0,0,0,0,0,0,0,0,5
4705,AM_Test5,127,am7,H,0,0,0,0,0,0,0,0,0,3
4708,AM_Test5,128,am7,H,0,0,0,0,0,4,0,0,0,4
4711,AM_Test5,129,am7,H,0,0,0,0,0,0,0,0,0,7
4717,AM_Test5,130,am7,H,0,0,0,0,0,0,0,0,0,0
4720,AM_Test5,131,am7,H,0,0,0,0,0,0,0,0,0,9
4723,AM_Test5,132,am7,H,0,0,0,0,0,0,0,0,0,3
4726,AM_Test5,133,am7,H,0,0,0,0,0,0,0,0,0,2
4729,AM_Test5,134,am7,H,0,0,0,1,0,0,0,0,0,4
4732,AM_Test5,135,am7,H,0,0,0,0,0,0,0,0,0,4
4735,AM_Test5,136,am7,H,0,0,0,0,0,0,0,0,0,2
4738,AM_Test5,137,am7,H,0,0,0,0,0,0,0,0,0,4
4741,AM_Test5,138,am7,H,0,0,0,0,0,1,0,0,0,5
4744,AM_Test5,139,am7,H,0,0,0,0,0,0,0,0,0,0
4750,AM_Test5,140,am7,H,0,0,0,0,0,0,0,0,0,0
4753,AM_Test5,141,am7,H,0,0,0,0,0,0,0,0,0,0
4756,AM_Test5,142,am7,H,0,0,0,0,0,0,0,0,0,4
4759,AM_Test5,143,am7,H,1,0,0,0,0,0,0,0,0,6
4762,AM_Test5,144,am7,H,0,0,0,0,0,0,0,0,0,3
4765,AM_Test5,145,am7,H,0,0,0,0,0,0,0,0,0,0
4768,AM_Test5,146,am7,H,0,0,0,0,0,0,0,0,0,0
4771,AM_Test5,147,am7,H,0,0,0,0,0,0,0,0,0,0
4774,AM_Test5,148,am7,H,0,0,0,0,0,0,0,0,0,0
4777,AM_Test5,149,am7,H,0,0,0,0,0,0,0,0,0,0
4783,AM_Test5,150,am7,H,0,0,0,0,0,0,0,0,0,0
4786,AM_Test5,151,am7,H,0,0,0,0,0,0,0,0,0,0
4789,AM_Test5,152,am7,H,0,0,0,0,0,0,0,0,0,0
4792,AM_Test5,153,am7,H,0,0,0,0,0,0,0,0,0,0
4795,AM_Test5,154,am7,H,0,0,0,0,0,0,0,0,0,0
4798,AM_Test5,155,am7,H,0,0,0,0,0,0,0,0,0,0
4801,AM_Test5,156,am7,H,0,0,0,0,0,0,0,0,0,0
4804,AM_Test5,157,am7,H,0,0,0,0,0,0,0,0,0,0
4807,AM_Test5,158,am7,H,0,0,0,0,0,0,0,0,0,0
4810,AM_Test5,159,am7,H,0,0,0,0,0,0,0,0,0,0
4816,AM_Test5,160,am7,H,0,0,0,0,0,0,0,0,0,0
4819,AM_Test5,161,am7,H,0,0,0,0,0,0,0,0,0,0
4822,AM_Test5,162,am7,H,0,0,0,0,0,0,0,0,0,0
4825,AM_Test5,164,am7,H,0,0,0,0,0,0,0,0,0,0
4828,AM_Test5,165,am7,H,0,0,0,0,0,0,0,0,0,0
4831,AM_Test5,166,am7,H,0,0,0,0,0,0,0,0,0,0
4834,AM_Test5,167,am7,H,0,1,0,0,0,0,0,0,0,4
4837,AM_Test5,168,am7,H,0,0,0,0,0,0,0,0,0,5
4840,AM_Test5,169,am7,H,0,0,0,0,0,1,0,0,0,5
4846,AM_Test5,170,am7,H,0,0,0,0,0,1,0,0,0,6
4849,AM_Test5,171,am7,H,0,1,0,0,0,4,0,0,0,6
4852,AM_Test5,172,am7,H,0,0,0,0,0,0,0,0,0,6
4855,AM_Test5,173,am7,H,0,0,0,0,0,0,0,0,0,3
4858,AM_Test5,174,am7,H,0,0,0,0,0,0,0,0,0,4
4861,AM_Test5,175,am7,H,0,0,0,0,0,0,0,0,0,6
4864,AM_Test5,176,am7,H,1,0,0,0,0,0,0,0,0,2
4867,AM_Test5,177,am7,H,0,0,0,0,0,0,0,0,0,6
4870,AM_Test5,178,am7,H,0,0,0,0,0,0,0,0,0,8
4873,AM_Test5,179,am7,H,0,0,0,0,0,0,0,0,0,3
4879,AM_Test5,180,am7,H,0,0,0,0,0,0,0,0,0,8
4882,AM_Test5,181,am7,H,0,0,0,0,0,0,0,0,0,2
4885,AM_Test5,182,am7,H,0,0,0,0,0,0,0,0,0,4
4888,AM_Test5,183,am7,H,0,0,0,0,0,0,0,0,0,6
4891,AM_Test5,184,am7,H,0,0,0,0,0,4,0,0,0,5
4894,AM_Test5,185,am7,H,0,0,0,0,0,0,0,0,0,0
4897,AM_Test5,186,am7,H,0,0,0,0,0,0,0,0,0,0
4900,AM_Test5,187,am7,H,0,0,0,0,0,0,0,0,0,0
4907,AM_Test5,2,am8,H,0,0,0,0,0,0,0,0,0,1
4937,AM_Test5,3,am8,H,0,0,0,0,0,0,0,0,0,0
4970,AM_Test5,4,am8,H,0,0,0,0,0,0,0,0,0,0
5003,AM_Test5,5,am8,H,0,0,10,0,0,0,0,0,0,0
5036,AM_Test5,6,am8,H,0,0,0,0,0,0,0,0,0,0
5069,AM_Test5,7,am8,H,0,0,10,0,0,0,0,0,0,0
5102,AM_Test5,8,am8,H,0,0,5,0,0,0,0,0,0,0
5135,AM_Test5,9,am8,H,0,0,1,0,0,0,0,0,0,0
4619,AM_Test5,10,am8,H,0,0,0,0,0,0,0,0,0,0
4652,AM_Test5,11,am8,H,0,0,0,0,0,0,0,0,0,0
4682,AM_Test5,12,am8,H,0,0,0,0,0,0,0,0,0,0
4715,AM_Test5,13,am8,H,0,0,0,0,0,0,0,0,0,0
4748,AM_Test5,14,am8,H,0,0,0,0,0,0,0,0,0,0
4781,AM_Test5,15,am8,H,0,0,0,0,0,0,0,0,0,0
4814,AM_Test5,16,am8,H,0,0,0,0,0,0,0,0,0,0
4844,AM_Test5,17,am8,H,0,0,0,0,0,0,0,0,0,0
4877,AM_Test5,18,am8,H,0,0,0,0,0,0,0,0,0,0
4904,AM_Test5,19,am8,H,0,0,0,0,0,0,0,0,0,0
4910,AM_Test5,20,am8,H,0,0,0,0,0,0,0,0,0,0
4913,AM_Test5,21,am8,H,0,0,0,0,0,0,0,0,0,0
4916,AM_Test5,22,am8,H,0,0,2,0,0,0,0,0,0,0
4919,AM_Test5,23,am8,H,0,0,0,0,0,0,0,0,0,0
4922,AM_Test5,24,am8,H,0,0,0,0,0,0,0,0,0,0
4925,AM_Test5,25,am8,H,0,0,10,1,0,0,0,0,0,0
4928,AM_Test5,26,am8,H,0,0,0,2,0,0,0,0,0,0
4931,AM_Test5,27,am8,H,0,0,3,0,1,0,0,0,0,0
4934,AM_Test5,29,am8,H,0,0,10,0,0,0,0,0,0,0
4940,AM_Test5,30,am8,H,0,0,0,0,0,0,0,0,0,0
4943,AM_Test5,31,am8,H,0,0,0,0,0,0,0,0,0,0
4946,AM_Test5,32,am8,H,0,0,0,0,0,0,0,0,0,0
4949,AM_Test5,33,am8,H,0,0,0,0,0,0,0,0,0,0
4952,AM_Test5,34,am8,H,0,0,0,0,0,0,0,0,0,1
4955,AM_Test5,35,am8,H,0,0,0,0,0,0,0,0,0,0
4958,AM_Test5,36,am8,H,0,0,0,0,0,0,0,0,0,0
4961,AM_Test5,37,am8,H,0,0,0,0,0,0,0,0,0,0
4964,AM_Test5,38,am8,H,0,0,0,0,0,0,0,0,0,0
4967,AM_Test5,39,am8,H,0,0,4,0,0,0,0,0,0,0
4973,AM_Test5,40,am8,H,0,0,0,0,0,0,0,0,0,0
4976,AM_Test5,41,am8,H,0,0,0,0,0,0,0,0,0,0
4979,AM_Test5,42,am8,H,0,0,0,0,0,0,0,0,0,0
4982,AM_Test5,43,am8,H,0,0,0,0,0,0,0,0,0,0
4985,AM_Test5,44,am8,H,0,0,0,0,0,0,0,0,0,0
4988,AM_Test5,45,am8,H,0,0,0,0,0,0,0,0,0,0
4991,AM_Test5,46,am8,H,0,0,0,0,0,0,0,0,0,0
4994,AM_Test5,47,am8,H,0,0,0,0,0,0,0,0,0,0
4997,AM_Test5,48,am8,H,0,0,0,0,0,0,0,0,0,0
5000,AM_Test5,49,am8,H,0,0,0,0,0,0,0,0,0,1
5006,AM_Test5,50,am8,H,0,0,0,0,0,0,0,0,0,0
5009,AM_Test5,51,am8,H,0,0,0,0,0,0,0,0,0,0
5012,AM_Test5,52,am8,H,0,0,10,0,0,0,0,0,0,0
5015,AM_Test5,53,am8,H,0,0,0,0,0,0,0,0,0,0
5018,AM_Test5,54,am8,H,0,0,0,0,1,0,0,0,0,0
5021,AM_Test5,55,am8,H,0,0,0,0,0,0,0,0,0,0
5024,AM_Test5,56,am8,H,0,0,0,0,0,0,0,0,0,0
5027,AM_Test5,57,am8,H,0,0,0,0,0,0,0,0,0,0
5030,AM_Test5,58,am8,H,0,0,0,0,0,0,0,0,0,0
5033,AM_Test5,59,am8,H,0,0,0,0,0,0,0,0,0,0
5039,AM_Test5,60,am8,H,0,0,0,0,0,0,0,0,0,0
5042,AM_Test5,61,am8,H,0,0,0,0,0,0,0,0,0,0
5045,AM_Test5,62,am8,H,0,0,0,0,0,0,0,0,0,0
5048,AM_Test5,63,am8,H,0,0,0,0,0,0,0,0,0,0
5051,AM_Test5,64,am8,H,0,0,0,0,0,0,0,0,0,0
5054,AM_Test5,65,am8,H,0,0,0,0,0,0,0,0,0,0
5057,AM_Test5,66,am8,H,2,0,0,0,0,0,0,0,0,0
5060,AM_Test5,67,am8,H,0,0,0,0,0,0,0,0,0,0
5063,AM_Test5,68,am8,H,0,0,0,0,0,0,0,0,0,0
5066,AM_Test5,69,am8,H,0,0,0,0,0,0,0,0,0,0
5072,AM_Test5,70,am8,H,0,0,0,0,0,0,0,0,0,0
5075,AM_Test5,71,am8,H,0,0,0,0,0,0,0,0,0,0
5078,AM_Test5,72,am8,H,0,0,0,0,0,0,0,0,0,0
5081,AM_Test5,73,am8,H,0,0,7,0,0,0,0,0,0,0
5084,AM_Test5,74,am8,H,0,0,0,0,1,0,0,0,0,0
5087,AM_Test5,75,am8,H,0,0,0,0,0,0,0,0,0,0
5090,AM_Test5,76,am8,H,0,0,0,0,0,0,0,0,0,0
5093,AM_Test5,77,am8,H,0,0,0,0,0,0,0,0,0,0
5096,AM_Test5,78,am8,H,0,0,0,0,0,0,0,0,0,0
5099,AM_Test5,79,am8,H,0,0,0,0,0,0,0,0,0,0
5105,AM_Test5,80,am8,H,0,0,0,0,0,0,0,0,0,0
5108,AM_Test5,81,am8,H,0,0,0,0,0,0,0,0,0,0
5111,AM_Test5,82,am8,H,0,0,0,0,0,0,0,0,0,0
5114,AM_Test5,83,am8,H,0,0,0,0,0,0,0,0,0,0
5117,AM_Test5,84,am8,H,0,0,0,0,0,0,0,0,0,0
5120,AM_Test5,85,am8,H,0,0,0,0,0,0,0,0,0,0
5123,AM_Test5,86,am8,H,0,0,0,0,0,0,0,0,0,0
5126,AM_Test5,87,am8,H,0,0,0,0,0,0,0,0,0,0
5129,AM_Test5,88,am8,H,0,0,0,0,0,0,0,0,0,0
5132,AM_Test5,89,am8,H,0,0,0,0,0,0,0,0,0,0
5138,AM_Test5,90,am8,H,0,0,0,0,0,0,0,0,0,0
5141,AM_Test5,91,am8,H,0,0,0,0,0,0,0,0,0,0
5144,AM_Test5,92,am8,H,0,0,0,0,0,0,0,0,0,0
5147,AM_Test5,93,am8,H,0,0,0,0,0,0,0,0,0,0
5150,AM_Test5,94,am8,H,0,0,0,0,0,0,0,0,0,0
5153,AM_Test5,95,am8,H,0,0,0,0,0,0,0,0,0,0
5156,AM_Test5,96,am8,H,0,0,0,0,0,0,0,0,0,0
5159,AM_Test5,97,am8,H,0,0,0,0,0,0,0,0,0,0
5162,AM_Test5,98,am8,H,0,0,0,0,0,0,0,0,0,0
5165,AM_Test5,99,am8,H,0,0,0,0,0,0,0,0,0,0
4622,AM_Test5,100,am8,H,0,0,0,0,0,0,0,0,0,0
4625,AM_Test5,101,am8,H,0,0,0,0,0,0,0,0,0,0
4628,AM_Test5,102,am8,H,0,0,0,0,0,0,0,0,0,0
4631,AM_Test5,103,am8,H,0,0,0,0,0,0,0,0,0,0
4634,AM_Test5,104,am8,H,0,0,0,0,0,0,0,0,0,0
4637,AM_Test5,105,am8,H,0,0,0,0,0,0,0,0,0,0
4640,AM_Test5,106,am8,H,0,0,0,0,0,0,0,0,0,0
4643,AM_Test5,107,am8,H,0,0,0,0,0,0,0,0,0,0
4646,AM_Test5,108,am8,H,0,0,0,0,0,0,0,0,0,0
4649,AM_Test5,109,am8,H,0,0,0,0,0,0,0,0,0,0
4655,AM_Test5,111,am8,H,0,0,0,0,0,0,0,0,0,0
4658,AM_Test5,112,am8,H,1,0,0,0,0,0,0,0,0,0
4661,AM_Test5,113,am8,H,0,0,0,0,0,0,0,0,0,0
4664,AM_Test5,114,am8,H,0,0,0,0,0,0,0,0,0,0
4667,AM_Test5,115,am8,H,0,0,0,0,0,0,0,0,0,0
4670,AM_Test5,116,am8,H,0,0,0,0,0,0,0,0,0,0
4673,AM_Test5,117,am8,H,0,0,0,0,0,0,0,0,0,0
4676,AM_Test5,118,am8,H,0,0,0,0,0,0,0,0,0,0
4679,AM_Test5,119,am8,H,0,0,0,0,0,0,0,0,0,0
4685,AM_Test5,120,am8,H,0,0,0,0,0,0,0,0,0,0
4688,AM_Test5,121,am8,H,0,0,9,0,0,0,0,0,0,0
4691,AM_Test5,122,am8,H,0,0,0,0,0,0,0,0,0,0
4694,AM_Test5,123,am8,H,0,0,3,0,0,0,0,0,0,0
4697,AM_Test5,124,am8,H,0,0,9,0,0,0,0,0,0,0
4700,AM_Test5,125,am8,H,0,0,8,0,0,0,0,0,0,0
4703,AM_Test5,126,am8,H,0,0,0,0,0,0,0,0,0,0
4706,AM_Test5,127,am8,H,0,0,0,0,0,0,0,0,0,0
4709,AM_Test5,128,am8,H,0,0,0,0,0,0,0,0,0,0
4712,AM_Test5,129,am8,H,0,0,0,0,0,0,0,0,0,0
4718,AM_Test5,130,am8,H,0,0,0,0,0,0,0,0,0,0
4721,AM_Test5,131,am8,H,0,0,0,0,0,0,0,0,0,0
4724,AM_Test5,132,am8,H,0,0,0,0,0,0,0,0,0,0
4727,AM_Test5,133,am8,H,0,0,0,0,0,0,0,0,0,0
4730,AM_Test5,134,am8,H,0,0,0,1,0,0,0,0,0,0
4733,AM_Test5,135,am8,H,0,0,0,0,0,0,0,0,0,0
4736,AM_Test5,136,am8,H,0,0,0,0,0,0,0,0,0,0
4739,AM_Test5,137,am8,H,0,0,0,0,0,0,0,0,0,0
4742,AM_Test5,138,am8,H,0,0,0,0,0,0,0,0,0,0
4745,AM_Test5,139,am8,H,0,0,0,0,0,0,0,0,0,0
4751,AM_Test5,140,am8,H,0,0,0,0,0,0,0,0,0,0
4754,AM_Test5,141,am8,H,0,0,0,0,0,0,0,0,0,0
4757,AM_Test5,142,am8,H,0,0,0,0,0,0,0,0,0,0
4760,AM_Test5,143,am8,H,1,0,0,0,0,0,0,0,0,0
4763,AM_Test5,144,am8,H,0,0,0,0,0,0,0,0,0,0
4766,AM_Test5,145,am8,H,0,0,0,0,0,0,0,0,0,0
4769,AM_Test5,146,am8,H,0,0,0,0,0,0,0,0,0,0
4772,AM_Test5,147,am8,H,0,0,0,0,0,0,0,0,0,0
4775,AM_Test5,148,am8,H,0,0,0,0,0,0,0,0,0,0
4778,AM_Test5,149,am8,H,0,0,0,0,0,0,0,0,0,0
4784,AM_Test5,150,am8,H,0,0,0,0,0,0,0,0,0,0
4787,AM_Test5,151,am8,H,0,0,0,0,0,0,0,0,0,0
4790,AM_Test5,152,am8,H,0,0,0,0,0,0,0,0,0,0
4793,AM_Test5,153,am8,H,0,0,0,0,0,0,0,0,0,0
4796,AM_Test5,154,am8,H,0,0,0,0,0,0,0,0,0,0
4799,AM_Test5,155,am8,H,0,0,0,0,0,0,0,0,0,0
4802,AM_Test5,156,am8,H,0,0,0,0,0,0,0,0,0,0
4805,AM_Test5,157,am8,H,0,0,0,0,0,0,0,0,0,0
4808,AM_Test5,158,am8,H,0,0,0,0,0,0,0,0,0,0
4811,AM_Test5,159,am8,H,0,0,0,0,0,0,0,0,0,0
4817,AM_Test5,160,am8,H,0,0,0,0,0,0,0,0,0,0
4820,AM_Test5,161,am8,H,0,0,0,0,0,0,0,0,0,0
4823,AM_Test5,162,am8,H,0,0,0,0,0,0,0,0,0,0
4826,AM_Test5,164,am8,H,0,0,0,0,0,0,0,0,0,0
4829,AM_Test5,165,am8,H,0,0,0,0,0,0,0,0,0,0
4832,AM_Test5,166,am8,H,0,0,0,0,0,0,0,0,0,0
4835,AM_Test5,167,am8,H,0,0,0,0,0,0,0,0,0,0
4838,AM_Test5,168,am8,H,0,0,0,0,2,0,0,0,0,0
4841,AM_Test5,169,am8,H,0,0,0,0,0,0,0,0,0,0
4847,AM_Test5,170,am8,H,0,0,0,0,1,0,0,0,0,0
4850,AM_Test5,171,am8,H,0,0,0,0,0,0,0,0,0,0
4853,AM_Test5,172,am8,H,0,0,0,0,0,0,0,0,0,0
4856,AM_Test5,173,am8,H,0,0,0,0,0,0,0,0,0,0
4859,AM_Test5,174,am8,H,0,0,0,0,2,0,0,0,0,0
4862,AM_Test5,175,am8,H,0,0,0,0,0,0,0,0,0,0
4865,AM_Test5,176,am8,H,1,0,0,0,0,0,0,0,0,0
4868,AM_Test5,177,am8,H,0,0,0,0,0,0,0,0,0,0
4871,AM_Test5,178,am8,H,0,0,0,0,0,0,0,0,0,0
4874,AM_Test5,179,am8,H,0,0,0,0,0,0,0,0,0,0
4880,AM_Test5,180,am8,H,0,0,0,0,0,0,0,0,0,0
4883,AM_Test5,181,am8,H,0,0,0,0,0,0,0,0,0,0
4886,AM_Test5,182,am8,H,0,0,0,0,0,0,0,0,0,0
4889,AM_Test5,183,am8,H,0,0,0,0,0,0,0,0,0,0
4892,AM_Test5,184,am8,H,0,0,0,0,0,0,0,0,0,0
4895,AM_Test5,185,am8,H,0,0,0,0,0,0,0,0,0,0
